Journal,Publisher,Business model,APC (€)
Journal of Neurorestoratology,Elsevier,OA,1550
Journal of Neuroscience Methods,Elsevier,Hybrid,3000
Journal of Neuroscience Research,Wiley,Hybrid,3870
Journal of Non-Crystalline Solids,Elsevier,Hybrid,2710
Journal of Non-Crystalline Solids: X,Elsevier,OA,1950
Journal of Non-Newtonian Fluid Mechanics,Elsevier,Hybrid,2800
Journal of Nondestructive Evaluation,Springer Nature,Hybrid,2390
Journal of Nonlinear Mathematical Physics,Springer Nature,OA,1090
Journal of Nonlinear Science,Springer Nature,Hybrid,2290
Journal of Nonverbal Behavior,Springer Nature,Hybrid,2490
Journal of Nuclear Cardiology,Springer Nature,Hybrid,3190
Journal of Nuclear Engineering,MDPI,OA,1028
Journal of Nuclear Materials,Elsevier,Hybrid,2460
Journal of Nucleic Acids,Wiley,OA,854
Journal of Number Theory,Elsevier,Hybrid,2700
Journal of Nursing Management,Wiley,OA,2310
Journal of Nursing Management,Wiley,Hybrid,4100
Journal of Nursing Regulation,Elsevier,Hybrid,2600
Journal of Nursing Scholarship,Wiley,Hybrid,2480
Journal of Nutrition & Intermediary Metabolism,Elsevier,OA,1622
Journal of Nutrition Education and Behavior,Elsevier,Hybrid,2590
Journal of Nutrition and Metabolism,Wiley,OA,854
Journal of Obesity,Wiley,OA,854
Journal of Obsessive-Compulsive and Related Disorders,Elsevier,Hybrid,2730
"Journal of Obstetric, Gynecologic & Neonatal Nursing",Elsevier,Hybrid,2740
Journal of Obstetrics and Gynaecology Canada,Elsevier,Hybrid,2830
Journal of Obstetrics and Gynaecology Research,Wiley,Hybrid,2830
Journal of Occupational Health,Wiley,OA,677
Journal of Occupational Medicine and Toxicology,Springer Nature,OA,2290
Journal of Occupational Rehabilitation,Springer Nature,Hybrid,3190
Journal of Occupational and Organizational Psychology,Wiley,Hybrid,3140
Journal of Ocean Engineering and Marine Energy,Springer Nature,Hybrid,2690
Journal of Ocean University of China,Springer Nature,Hybrid,2290
Journal of Oceanography,Springer Nature,Hybrid,2890
Journal of Oceanology and Limnology,Springer Nature,Hybrid,2190
Journal of Oncology,Wiley,OA,2356
"Journal of Open Innovation: Technology, Market, and Complexity",Elsevier,OA,910
"Journal of Open Innovation: Technology, Market, and Complexity",MDPI,OA,796
Journal of Operations Management,Wiley,Hybrid,2780
Journal of Operations Management,Elsevier,Hybrid,1753
Journal of Ophthalmic Inflammation and Infection,Springer Nature,OA,1790
Journal of Ophthalmology,Wiley,OA,2356
Journal of Optics,Springer Nature,Hybrid,2390
Journal of Optimization,Wiley,OA,970
Journal of Optimization Theory and Applications,Springer Nature,Hybrid,2390
Journal of Optometry,Elsevier,OA,1530
Journal of Oral Biology and Craniofacial Research,Elsevier,OA,1640
Journal of Oral Biology and Craniofacial Research,Elsevier,"",1090
Journal of Oral Biology and Craniofacial Research,Elsevier,Hybrid,1090
Journal of Oral Biosciences,Elsevier,Hybrid,2690
Journal of Oral Pathology & Medicine,Wiley,Hybrid,3610
Journal of Oral Rehabilitation,Wiley,Hybrid,4070
Journal of Oral and Maxillofacial Surgery,Elsevier,Hybrid,3010
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",Elsevier,Hybrid,2460
Journal of Organization Design,Springer Nature,Hybrid,2390
Journal of Organizational Behavior,Wiley,Hybrid,3190
Journal of Organometallic Chemistry,Elsevier,Hybrid,3170
Journal of Ornithology,Springer Nature,Hybrid,2790
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthop�die,Springer Nature,Hybrid,2590
Journal of Orthopaedic Reports,Elsevier,OA,550
Journal of Orthopaedic Research �,Wiley,Hybrid,3100
Journal of Orthopaedic Science,Elsevier,Hybrid,2740
Journal of Orthopaedic Surgery and Research,Springer Nature,OA,2390
Journal of Orthopaedic Translation,Elsevier,OA,1820
Journal of Orthopaedics,Elsevier,Hybrid,2740
Journal of Orthopaedics and Traumatology,Springer Nature,OA,2390
Journal of Osteoporosis,Wiley,OA,854
Journal of Otolaryngology - Head & Neck Surgery,Springer Nature,OA,2390
"Journal of Otorhinolaryngology, Hearing and Balance Medicine",MDPI,OA,1028
Journal of Outdoor Recreation and Tourism,Elsevier,Hybrid,2750
Journal of Outdoor and Environmental Education,Springer Nature,Hybrid,2190
Journal of Ovarian Research,Springer Nature,OA,2590
Journal of Packaging Technology and Research,Springer Nature,Hybrid,2390
Journal of Paediatrics and Child Health,Wiley,Hybrid,3140
Journal of Pain and Symptom Management,Elsevier,Hybrid,2740
Journal of Palaeogeography,Elsevier,OA,1370
Journal of Paleolimnology,Springer Nature,Hybrid,2590
Journal of Paleolithic Archaeology,Springer Nature,Hybrid,2290
Journal of Parallel and Distributed Computing,Elsevier,Hybrid,2880
Journal of Parasitic Diseases,Springer Nature,Hybrid,2690
Journal of Parasitology Research,Wiley,OA,854
Journal of Parenteral and Enteral Nutrition,Wiley,Hybrid,3150
Journal of Pathogens,Wiley,OA,854
Journal of Pathology Informatics,Elsevier,OA,1280
Journal of Patient-Reported Outcomes,Springer Nature,OA,1490
Journal of Pediatric Endoscopic Surgery,Springer Nature,Hybrid,2190
Journal of Pediatric Health Care,Elsevier,Hybrid,2330
Journal of Pediatric Neuropsychology,Springer Nature,Hybrid,2390
Journal of Pediatric Nursing,Elsevier,Hybrid,3300
Journal of Pediatric Surgery,Elsevier,Hybrid,3370
Journal of Pediatric Surgery Case Reports,Elsevier,OA,790
Journal of Pediatric Surgery Open,Elsevier,OA,1820
Journal of Pediatric Urology,Elsevier,Hybrid,3010
Journal of Pediatric and Adolescent Gynecology,Elsevier,Hybrid,2690
Journal of Peptide Science,Wiley,Hybrid,3040
Journal of PeriAnesthesia Nursing,Elsevier,Hybrid,2280
Journal of Peridynamics and Nonlocal Modeling,Springer Nature,Hybrid,2290
Journal of Perinatology,Springer Nature,Hybrid,3390
Journal of Periodontal Research,Wiley,Hybrid,3710
Journal of Periodontology,Wiley,Hybrid,3760
Journal of Personality,Wiley,Hybrid,3090
Journal of Personalized Medicine,MDPI,OA,2057
Journal of Pest Science,Springer Nature,Hybrid,3390
Journal of Petroleum Exploration and Production Technology,Springer Nature,OA,1690
Journal of Petroleum Geology,Wiley,Hybrid,2730
Journal of Petroleum Science and Engineering,Elsevier,Hybrid,2810
Journal of Pharmaceutical Analysis,Elsevier,OA,1640
Journal of Pharmaceutical Health Care and Sciences,Springer Nature,OA,2090
Journal of Pharmaceutical Health Services Research,Wiley,Hybrid,2100
Journal of Pharmaceutical Innovation,Springer Nature,Hybrid,2690
Journal of Pharmaceutical Investigation,Springer Nature,Hybrid,2690
Journal of Pharmaceutical Policy and Practice,Springer Nature,OA,1990
Journal of Pharmaceutical Sciences,Elsevier,Hybrid,3300
Journal of Pharmaceutical and Biomedical Analysis,Elsevier,Hybrid,3190
Journal of Pharmaceutical and Biomedical Analysis Open,Elsevier,OA,1370
Journal of Pharmacokinetics and Pharmacodynamics,Springer Nature,Hybrid,3060
Journal of Pharmacological Sciences,Elsevier,OA,1890
Journal of Pharmacological and Toxicological Methods,Elsevier,Hybrid,2910
Journal of Pharmacy Practice and Research,Wiley,Hybrid,2170
Journal of Pharmacy and Pharmacology,Wiley,Hybrid,2750
Journal of Phase Equilibria and Diffusion,Springer Nature,Hybrid,2690
Journal of Philanthropy and Marketing,Wiley,Hybrid,2170
Journal of Philosophical Logic,Springer Nature,Hybrid,2190
Journal of Philosophy of Education,Wiley,Hybrid,2750
Journal of Phonetics,Elsevier,Hybrid,3400
Journal of Photochemistry and Photobiology,Elsevier,OA,1550
Journal of Photochemistry and Photobiology A: Chemistry,Elsevier,Hybrid,3000
Journal of Photochemistry and Photobiology B: Biology,Elsevier,Hybrid,3450
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,Elsevier,Hybrid,4400
Journal of Phycology,Wiley,Hybrid,3090
Journal of Physical Organic Chemistry,Wiley,Hybrid,3040
Journal of Physics and Chemistry of Solids,Elsevier,Hybrid,2620
Journal of Physiological Anthropology,Springer Nature,OA,1240
Journal of Physiology and Biochemistry,Springer Nature,Hybrid,3190
Journal of Physiotherapy,Elsevier,OA,3150
Journal of Phytopathology,Wiley,Hybrid,2990
Journal of Pineal Research,Wiley,Hybrid,3760
Journal of Plant Biochemistry and Biotechnology,Springer Nature,Hybrid,2390
Journal of Plant Biology,Springer Nature,Hybrid,2690
Journal of Plant Diseases and Protection,Springer Nature,Hybrid,2790
Journal of Plant Growth Regulation,Springer Nature,Hybrid,2690
Journal of Plant Nutrition and Soil Science,Wiley,Hybrid,3040
Journal of Plant Pathology,Springer Nature,Hybrid,2490
Journal of Plant Physiology,Elsevier,Hybrid,2980
Journal of Plant Registrations,Wiley,Hybrid,1230
Journal of Plant Research,Springer Nature,Hybrid,2690
"Journal of Plastic, Reconstructive & Aesthetic Surgery",Elsevier,Hybrid,3160
Journal of Police and Criminal Psychology,Springer Nature,Hybrid,2390
Journal of Policy Analysis and Management,Wiley,Hybrid,2880
Journal of Policy Modeling,Elsevier,Hybrid,1370
Journal of Policy Practice and Research,Springer Nature,Hybrid,2290
Journal of Policy and Practice In Intellectual Disabilities,Wiley,Hybrid,2370
Journal of Polymer Research,Springer Nature,Hybrid,2690
Journal of Polymer Science,Wiley,Hybrid,3300
Journal of Polymer Science Part A: Polymer Chemistry,Wiley,Hybrid,2650
Journal of Polymer Science Part B: Polymer Physics,Wiley,Hybrid,2650
Journal of Polymers and the Environment,Springer Nature,Hybrid,2790
Journal of Population Ageing,Springer Nature,Hybrid,2290
Journal of Population Economics,Springer Nature,Hybrid,2390
Journal of Population Research,Springer Nature,Hybrid,2190
Journal of Porous Materials,Springer Nature,Hybrid,2590
Journal of Power Electronics,Springer Nature,Hybrid,2390
Journal of Power Sources,Elsevier,Hybrid,3750
Journal of Power Sources Advances,Elsevier,OA,2280
Journal of Pragmatics,Elsevier,Hybrid,2430
Journal of Pregnancy,Wiley,OA,854
Journal of Prevention,Springer Nature,Hybrid,2790
Journal of Probability and Statistics,Wiley,OA,970
Journal of Process Control,Elsevier,Hybrid,3380
Journal of Product Innovation Management,Wiley,Hybrid,2580
Journal of Productivity Analysis,Springer Nature,Hybrid,2290
Journal of Professional Nursing,Elsevier,Hybrid,3150
Journal of Prosthetic Dentistry,Elsevier,Hybrid,3370
Journal of Prosthodontic Research,Elsevier,Hybrid,2630
Journal of Prosthodontics,Wiley,Hybrid,3090
Journal of Proteins and Proteomics,Springer Nature,Hybrid,2390
Journal of Proteomics,Elsevier,Hybrid,3150
Journal of Pseudo-Differential Operators and Applications,Springer Nature,Hybrid,2390
Journal of Psychiatric Research,Elsevier,Hybrid,2890
Journal of Psychiatric and Mental Health Nursing,Wiley,Hybrid,3660
Journal of Psycholinguistic Research,Springer Nature,Hybrid,2290
Journal of Psychopathology and Behavioral Assessment,Springer Nature,Hybrid,2390
Journal of Psychosocial Rehabilitation and Mental Health,Springer Nature,Hybrid,2290
Journal of Psychosomatic Research,Elsevier,Hybrid,3050
Journal of Public Affairs,Wiley,Hybrid,2170
Journal of Public Economic Theory,Wiley,Hybrid,2520
Journal of Public Economics,Elsevier,Hybrid,3030
Journal of Public Economics Plus,Elsevier,OA,1370
Journal of Public Health,Springer Nature,Hybrid,2690
Journal of Public Health Dentistry,Wiley,Hybrid,2730
Journal of Public Health Policy,Springer Nature,Hybrid,2190
Journal of Public Transportation,Elsevier,OA,1630
Journal of Purchasing & Supply Management,Elsevier,Hybrid,2960
Journal of Purchasing and Supply Management,Elsevier,Hybrid,1753
Journal of Pure and Applied Algebra,Elsevier,Hybrid,2650
Journal of Quantitative Criminology,Springer Nature,Hybrid,2790
Journal of Quantitative Economics,Springer Nature,Hybrid,2390
Journal of Quantitative Spectroscopy and Radiative Transfer,Elsevier,Hybrid,2060
Journal of Quaternary Science,Wiley,Hybrid,3500
Journal of Racial and Ethnic Health Disparities,Springer Nature,Hybrid,3490
Journal of Radiation Oncology,Springer Nature,Hybrid,2590
Journal of Radiation Research and Applied Sciences,Elsevier,OA,1090
Journal of Radioanalytical and Nuclear Chemistry,Springer Nature,Hybrid,2790
Journal of Radiology Nursing,Elsevier,Hybrid,2280
Journal of Rail Transport Planning & Management,Elsevier,Hybrid,2350
Journal of Raman Spectroscopy,Wiley,Hybrid,4230
Journal of Rare Diseases,Springer Nature,OA,505
Journal of Rare Earths,Elsevier,Hybrid,570
Journal of Rational-Emotive & Cognitive-Behavior Therapy,Springer Nature,Hybrid,2490
Journal of Real-Time Image Processing,Springer Nature,Hybrid,2390
Journal of Regulatory Economics,Springer Nature,Hybrid,2290
Journal of Reliable Intelligent Environments,Springer Nature,Hybrid,2290
Journal of Religion and Health,Springer Nature,Hybrid,2390
Journal of Religious Education,Springer Nature,Hybrid,2190
Journal of Religious Ethics,Wiley,Hybrid,2220
Journal of Religious History,Wiley,Hybrid,2170
Journal of Remanufacturing,Springer Nature,Hybrid,2290
Journal of Renal Care,Wiley,Hybrid,2580
Journal of Renal Nutrition,Elsevier,Hybrid,2830
Journal of Renewable Energy,Wiley,OA,739
Journal of Reproductive Immunology,Elsevier,Hybrid,3230
Journal of Research On Adolescence,Wiley,Hybrid,2730
Journal of Research in Personality,Elsevier,Hybrid,2390
Journal of Research in Reading,Wiley,Hybrid,2980
Journal of Research in Science Teaching,Wiley,Hybrid,2990
Journal of Research in Special Educational Needs,Wiley,Hybrid,2630
Journal of Respiration,MDPI,OA,1028
Journal of Responsible Technology,Elsevier,OA,1140
Journal of Retailing,Elsevier,Hybrid,1760
Journal of Retailing and Consumer Services,Elsevier,Hybrid,3120
Journal of Revenue and Pricing Management,Springer Nature,Hybrid,2290
Journal of Risk and Financial Management,MDPI,OA,1440
Journal of Risk and Insurance,Wiley,Hybrid,2580
Journal of Risk and Uncertainty,Springer Nature,Hybrid,2290
Journal of Robotic Surgery,Springer Nature,Hybrid,2790
Journal of Robotics,Wiley,OA,854
Journal of Rubber Research,Springer Nature,Hybrid,2490
Journal of Rural Studies,Elsevier,Hybrid,3260
Journal of Safety Research,Elsevier,Hybrid,2940
Journal of Safety and Sustainability,Elsevier,OA,1820
Journal of Saudi Chemical Society,Elsevier,OA,1140
Journal of Scheduling,Springer Nature,Hybrid,2290
Journal of School Health,Wiley,Hybrid,2730
Journal of School Psychology,Elsevier,Hybrid,2650
Journal of Science Education and Technology,Springer Nature,Hybrid,2490
Journal of Science and Medicine in Sport,Elsevier,Hybrid,3150
Journal of Science in Sport and Exercise,Springer Nature,Hybrid,1690
Journal of Science: Advanced Materials and Devices,Elsevier,OA,1190
Journal of Scientific Computing,Springer Nature,Hybrid,2390
Journal of Sea Research,Elsevier,OA,2050
Journal of Sea Research,Elsevier,Hybrid,2280
Journal of Second Language Writing,Elsevier,Hybrid,3290
Journal of Sedimentary Environments,Springer Nature,Hybrid,2290
Journal of Seismology,Springer Nature,Hybrid,2390
Journal of Sensor and Actuator Networks,MDPI,OA,1646
Journal of Sensors,Wiley,OA,2195
Journal of Sensory Studies,Wiley,Hybrid,3090
Journal of Separation Science,Wiley,Hybrid,3040
Journal of Shanghai Jiaotong University (Science),Springer Nature,Hybrid,2690
Journal of Shipping and Trade,Springer Nature,OA,1190
Journal of Shoulder and Elbow Surgery,Elsevier,Hybrid,3510
Journal of Signal Processing Systems,Springer Nature,Hybrid,2490
Journal of Skin Cancer,Wiley,OA,854
Journal of Sleep Research,Wiley,Hybrid,3300
Journal of Small Animal Practice,Wiley,Hybrid,3550
Journal of Small Business Management,Wiley,Hybrid,2100
Journal of Social Issues,Wiley,Hybrid,2730
Journal of Social Philosophy,Wiley,Hybrid,2520
Journal of Social and Economic Development,Springer Nature,Hybrid,2290
Journal of Sociolinguistics,Wiley,Hybrid,2980
Journal of Software Engineering Research and Development,Springer Nature,OA,885
Journal of Software: Evolution and Process,Wiley,Hybrid,3400
Journal of Soil Science and Plant Nutrition,Springer Nature,Hybrid,2390
Journal of Soils and Sediments,Springer Nature,Hybrid,2890
Journal of Sol-Gel Science and Technology,Springer Nature,Hybrid,2790
Journal of Solid State Chemistry,Elsevier,Hybrid,2920
Journal of Solid State Electrochemistry,Springer Nature,Hybrid,2590
Journal of Solution Chemistry,Springer Nature,Hybrid,2490
Journal of Sound and Vibration,Elsevier,Hybrid,3710
Journal of South American Earth Sciences,Elsevier,Hybrid,2540
Journal of Space Safety Engineering,Elsevier,Hybrid,2230
Journal of Spatial Econometrics,Springer Nature,Hybrid,2190
Journal of Spectroscopy,Wiley,OA,1386
Journal of Sports Medicine,Wiley,OA,739
Journal of Statistical Distributions and Applications,Springer Nature,OA,1190
Journal of Statistical Physics,Springer Nature,Hybrid,2390
Journal of Statistical Planning and Inference,Elsevier,Hybrid,2640
Journal of Statistical Theory and Applications,Springer Nature,OA,1090
Journal of Statistical Theory and Practice,Springer Nature,Hybrid,2390
Journal of Steroid Biochemistry and Molecular Biology,Elsevier,Hybrid,3180
"Journal of Stomatology, Oral and Maxillofacial Surgery",Elsevier,Hybrid,2600
Journal of Stored Products Research,Elsevier,Hybrid,3360
