Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Journal of the Neurological Sciences,Elsevier,Hybrid,2901,2849,2850,3090,3220,3220
Journal of the Society for Cardiovascular Angiography & Interventions,Elsevier,OA,,,,2100,2190,2190
Journal of the Taiwan Institute of Chemical Engineers,Elsevier,Hybrid,2232,2192,2190,2190,2420,2420
Journal of the World Federation of Orthodontists,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Kidney International,Elsevier,Hybrid,2857,2805,2800,2800,2920,2920
Kidney International Reports,Elsevier,OA,2343,2301,2300,2300,2390,2390
Kidney International Supplements,Elsevier,Hybrid,2857,2805,2800,2800,2920,2920
Kidney Medicine,Elsevier,OA,2142,2104,2130,2130,2190,2190
"Kin�sith�rapie, La Revue",Elsevier,Hybrid,,,1520,1570,1570,1570
"Kin�sith�rapie, la revue",Elsevier,Hybrid,892,1740,,,,1740
Knowledge-Based Systems,Elsevier,Hybrid,2276,2235,2500,2660,2850,2850
Krankenhaus-Hygiene + Infektionsverhutung,Elsevier,Hybrid,1517,2235,,,,2235
Kuwait Journal of Science,Elsevier,OA,,,,,1000,1000
L'Anthropologie,Elsevier,Hybrid,2678,2630,,,,2630
L'Enc�phale,Elsevier,Hybrid,1339,1500,1980,2040,2040,2040
L'aide-soignante,Elsevier,Hybrid,2678,2630,,,,2630
L'�volution Psychiatrique,Elsevier,Hybrid,,,1500,1570,2020,2020
L'�volution psychiatrique,Elsevier,Hybrid,1339,1500,,,,1500
LITHOS,Elsevier,Hybrid,3125,2919,,,,2919
LWT,Elsevier,Hybrid,2723,2674,3280,,,3280
LWT,Elsevier,OA,,,,1970,2050,2050
La Presse M�dicale,Elsevier,Hybrid,2321,2930,2410,1930,1930,1930
La Presse M�dicale Formation,Elsevier,OA,,,700,,,700
La Presse M�dicale Formation,Elsevier,Hybrid,,,,700,1400,1400
La Presse M�dicale Open,Elsevier,OA,,,1500,1500,1500,1500
La Revue Sage-Femme,Elsevier,Hybrid,1785,2000,,,,2000
La Revue d'Hom�opathie,Elsevier,Hybrid,1785,2000,1680,,,1680
La Revue de M�decine Interne,Elsevier,Hybrid,,,,,2100,2100
La Revue de M�decine L�gale,Elsevier,Hybrid,,,1520,,1780,1780
La revue de l'infirmi�re,Elsevier,Hybrid,2678,2630,,,,2630
La revue de m�decine interne,Elsevier,Hybrid,2678,2630,,,,2630
La revue de m�decine l�gale,Elsevier,Hybrid,1339,1500,,,,1500
La revue de sant� scolaire et universitaire,Elsevier,Hybrid,2678,2630,,,,2630
Laboratory Investigation,Elsevier,Hybrid,,,,,4090,4090
Labour Economics,Elsevier,Hybrid,1696,1665,2130,2130,2280,2280
Land Use Policy,Elsevier,Hybrid,1875,1841,2430,2800,3210,3210
Landscape and Urban Planning,Elsevier,Hybrid,1294,1271,1830,2110,2490,2490
Language & Communication,Elsevier,Hybrid,,,2530,2530,2920,2920
Language Sciences,Elsevier,Hybrid,982,1446,2150,2510,2620,2620
Language and Communication,Elsevier,Hybrid,1607,2121,,,,2121
Language and Health,Elsevier,OA,,,,,1460,1460
Latin American Journal of Central Banking,Elsevier,OA,,,1270,1270,1320,1320
Le Pharmacien Clinicien,Elsevier,Hybrid,,,,,1890,1890
Le Pharmacien Hospitalier et Clinicien,Elsevier,Hybrid,892,876,1840,,,1840
Le Praticien en Anesth�sie R�animation,Elsevier,Hybrid,,,2040,,2100,2100
Le Praticien en anesth�sie r�animation,Elsevier,Hybrid,1339,1500,,,,1500
Learning and Individual Differences,Elsevier,Hybrid,1071,1052,2210,2540,3130,3130
Learning and Instruction,Elsevier,Hybrid,1875,1841,2630,3110,3680,3680
Learning and Motivation,Elsevier,Hybrid,1607,1893,2170,2230,2470,2470
"Learning, Culture and Social Interaction",Elsevier,Hybrid,1607,1893,2080,2440,2620,2620
Legal Medicine,Elsevier,Hybrid,2678,2630,2780,3010,3230,3230
Leukemia Research,Elsevier,Hybrid,2901,2849,3030,3110,3690,3690
Leukemia Research Reports,Elsevier,OA,580,569,570,590,800,800
Library & Information Science Research,Elsevier,Hybrid,,,2790,2880,3090,3090
Library and Information Science Research,Elsevier,Hybrid,982,2025,,,,2025
Life Sciences,Elsevier,Hybrid,3035,2981,2890,2890,3010,3010
Life Sciences in Space Research,Elsevier,Hybrid,1964,1929,1930,1930,2010,2010
Limnologica,Elsevier,Hybrid,1607,1578,2210,2430,3010,3010
Linear Algebra and Its Applications,Elsevier,Hybrid,1428,1402,,,,1402
Linear Algebra and its Applications,Elsevier,Hybrid,,,2270,2690,2520,2520
Lingua,Elsevier,Hybrid,1607,2367,2360,2610,2640,2640
Linguistics and Education,Elsevier,Hybrid,982,1446,1860,2170,2260,2260
Lithos,Elsevier,Hybrid,,,2780,2850,3060,3060
Livestock Science,Elsevier,Hybrid,2678,2411,2280,2350,2300,2300
Long Range Planning,Elsevier,Hybrid,1785,1753,2430,2990,3460,3460
Lung Cancer,Elsevier,Hybrid,2991,2937,2640,2640,2840,2840
Machine Learning with Applications,Elsevier,OA,,,1930,1930,2010,2010
Magnetic Resonance Imaging,Elsevier,Hybrid,2366,2323,2840,2920,3130,3130
Magnetic Resonance Imaging Clinics of North America,Elsevier,Hybrid,2678,2630,2780,,,2780
Mammalian Biology,Elsevier,Hybrid,1607,1578,,,,1578
Management Accounting Research,Elsevier,Hybrid,1607,2525,3540,3540,3420,3420
Manufacturing Letters,Elsevier,Hybrid,2678,2630,1180,1180,1540,1540
Marine Chemistry,Elsevier,Hybrid,3303,2761,2570,2570,2900,2900
Marine Environmental Research,Elsevier,Hybrid,2812,2761,2760,2840,2960,2960
Marine Genomics,Elsevier,Hybrid,1428,1402,2230,2230,2720,2720
Marine Geology,Elsevier,Hybrid,3303,3244,3030,3110,3340,3340
Marine Micropaleontology,Elsevier,Hybrid,2410,2367,2190,2100,2100,2100
Marine Policy,Elsevier,Hybrid,2232,2192,2890,3280,3520,3520
Marine Pollution Bulletin,Elsevier,Hybrid,3035,2832,2930,3180,3310,3310
Marine Structures,Elsevier,Hybrid,2410,2367,3050,3420,3970,3970
Marine and Petroleum Geology,Elsevier,Hybrid,2767,2718,2710,3060,3180,3180
Maritime Transport Research,Elsevier,OA,,,1310,1310,1370,1370
Materialia,Elsevier,Hybrid,,,1290,1290,1640,1640
Materials & Design,Elsevier,OA,2410,1753,2100,2300,2550,2550
Materials Characterization,Elsevier,Hybrid,3125,2761,2760,2840,3050,3050
Materials Chemistry and Physics,Elsevier,Hybrid,1964,1929,1930,2260,2620,2620
Materials Discovery,Elsevier,Hybrid,2098,2060,,,,2060
Materials Letters,Elsevier,Hybrid,,,2710,1890,2020,2020
Materials Letters: X,Elsevier,OA,2767,2718,1230,1230,1340,1340
Materials Research Bulletin,Elsevier,Hybrid,2232,2192,2500,2860,3070,3070
Materials Science and Engineering: A,Elsevier,Hybrid,3035,2981,2980,3060,3190,3190
Materials Science and Engineering: B,Elsevier,Hybrid,2232,2192,2360,2430,2330,2330
Materials Science and Engineering: C,Elsevier,Hybrid,2946,2893,3120,,,3120
Materials Science and Engineering: R: Reports,Elsevier,Hybrid,2946,2893,4380,4510,5080,5080
Materials Science in Semiconductor Processing,Elsevier,Hybrid,2232,2192,2190,2260,2760,2760
Materials Today,Elsevier,Hybrid,3080,3025,3760,4510,4830,4830
Materials Today Advances,Elsevier,OA,2678,2630,2670,2670,2740,2740
Materials Today Bio,Elsevier,OA,2946,2893,2630,2630,2870,2870
Materials Today Catalysis,Elsevier,OA,,,,,2740,2740
Materials Today Chemistry,Elsevier,Hybrid,,,2440,2440,2820,2820
Materials Today Communications,Elsevier,Hybrid,,,1740,1800,2130,2130
Materials Today Electronics,Elsevier,OA,,,,,2740,2740
Materials Today Energy,Elsevier,Hybrid,,,2440,2520,3020,3020
Materials Today Nano,Elsevier,Hybrid,,,2590,2590,3240,3240
Materials Today Physics,Elsevier,Hybrid,,,3140,3720,3880,3880
Materials Today Sustainability,Elsevier,Hybrid,,,2590,2590,2740,2740
Materials Today: Proceedings,Elsevier,Hybrid,133,131,130,170,180,180
Mathematical Biosciences,Elsevier,Hybrid,2321,1937,2100,2320,2780,2780
Mathematical Social Sciences,Elsevier,Hybrid,982,1446,1980,2310,2480,2480
Mathematics and Computers in Simulation,Elsevier,Hybrid,1294,1271,1270,1270,1320,1320
Matrix Biology,Elsevier,Hybrid,2946,2893,3640,4130,4430,4430
Matrix Biology Plus,Elsevier,OA,1964,1929,1930,1930,1710,1710
Matter,Elsevier,Hybrid,,,7600,7600,8120,8120
Maturitas,Elsevier,Hybrid,2991,2937,2980,3250,3890,3890
Mayo Clinic Proceedings,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Mayo Clinic Proceedings: Digital Health,Elsevier,OA,,,,,2280,2280
"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",Elsevier,OA,2232,2630,2630,2630,2740,2740
Measurement,Elsevier,Hybrid,2678,2437,2430,2710,3190,3190
Measurement and Evaluations in Cancer Care,Elsevier,OA,,,,,1550,1550
Measurement: Food,Elsevier,OA,,,1750,1750,1820,1820
Measurement: Sensors,Elsevier,OA,1607,1578,1600,1600,1640,1640
Meat Science,Elsevier,Hybrid,2946,2893,3320,3620,3770,3770
Mechanical Systems and Signal Processing,Elsevier,Hybrid,2544,2498,3590,3840,4410,4410
Mechanics Research Communications,Elsevier,Hybrid,2232,2446,2630,2710,3060,3060
Mechanics of Materials,Elsevier,Hybrid,2232,2683,2680,2680,2790,2790
Mechanism and Machine Theory,Elsevier,Hybrid,2455,2411,2890,2890,3410,3410
Mechanisms of Ageing and Development,Elsevier,Hybrid,2455,2411,2410,2800,3270,3270
Mechanisms of Development,Elsevier,Hybrid,1696,2086,,,,2086
Mechanobiology in Medicine,Elsevier,OA,,,,,2370,2370
Mechatronics,Elsevier,Hybrid,2142,1876,1870,2220,2380,2380
Med,Elsevier,Hybrid,,,,7600,7960,7960
Med,Elsevier,OA,,,7600,,,7600
Medical Clinics of North America,Elsevier,Hybrid,2678,2630,2930,,,2930
Medical Dosimetry,Elsevier,Hybrid,2232,2192,2190,2190,2280,2280
Medical Engineering & Physics,Elsevier,Hybrid,,,2520,2520,2890,2890
Medical Engineering and Physics,Elsevier,Hybrid,2567,2520,,,,2520
Medical Hypotheses,Elsevier,Hybrid,1651,1622,1620,1670,2150,2150
Medical Image Analysis,Elsevier,Hybrid,2812,2761,3480,3480,3620,3620
Medical Journal Armed Forces India,Elsevier,Hybrid,2678,2630,,,,2630
Medical Mycology Case Reports,Elsevier,OA,401,394,570,570,590,590
Medicina Clinica,Elsevier,Hybrid,1785,2000,,,,2000
Medicina Cl�nica,Elsevier,Hybrid,,,2440,2440,2360,2360
Medicina Cl�nica (English Edition),Elsevier,Hybrid,1785,2020,2450,2450,,2450
Medicina Cl�nica Pr�ctica,Elsevier,OA,1339,1500,1500,1600,1600,1600
Medicina Intensiva,Elsevier,Hybrid,,,1740,1930,2010,2010
Medicina Intensiva (English Edition),Elsevier,Hybrid,1339,1500,1750,1750,,1750
Medicina de Familia. SEMERGEN,Elsevier,Hybrid,2678,2630,,,,2630
Medicina intensiva,Elsevier,Hybrid,1339,1500,,,,1500
Medicine,Elsevier,Hybrid,2678,2402,2400,,,2400
Medicine - Programa de Formaci�n M�dica Continuada acreditado,Elsevier,Hybrid,2678,2630,,,,2630
Medicine in Drug Discovery,Elsevier,OA,1785,1753,1780,1780,1700,1700
Medicine in Microecology,Elsevier,OA,1785,1753,1780,1780,1820,1820
Medicine in Novel Technology and Devices,Elsevier,OA,1785,1753,1780,1780,1820,1820
Medicine in Omics,Elsevier,OA,1785,1753,1780,1780,1820,1820
"Memories - Materials, Devices, Circuits and Systems",Elsevier,OA,,,,,1370,1370
Mendeleev Communications,Elsevier,Hybrid,2678,2630,,,,2630
Mental Health & Prevention,Elsevier,Hybrid,1517,2104,2100,2350,2520,2520
Mental Health and Physical Activity,Elsevier,Hybrid,1607,2034,2030,2090,2440,2440
Meta Gene,Elsevier,Hybrid,1428,1402,2190,,,2190
Metabolic Engineering,Elsevier,Hybrid,3348,3288,3870,4260,4440,4440
Metabolic Engineering Communications,Elsevier,OA,1607,1578,2190,2350,2750,2750
Metabolism,Elsevier,Hybrid,2455,2411,3460,3740,4390,4390
Metabolism Open,Elsevier,OA,1785,1753,750,1750,1820,1820
Metal Powder Report,Elsevier,Hybrid,,,2590,,,2590
Methods,Elsevier,Hybrid,2946,2893,2600,2680,3090,3090
Methods in Psychology,Elsevier,OA,1205,1183,1200,1580,1720,1720
MethodsX,Elsevier,OA,535,526,610,440,480,480
Micro and Nano Engineering,Elsevier,OA,1964,1929,1540,1210,1320,1320
Micro and Nanostructures,Elsevier,Hybrid,,,,2300,2400,2400
Microbes and Infection,Elsevier,Hybrid,1741,1709,1710,1710,2230,2230
Microbial Pathogenesis,Elsevier,Hybrid,2678,1937,2270,2590,2700,2700
Microbial Risk Analysis,Elsevier,Hybrid,1964,2656,3010,3100,2860,2860
Microbiological Research,Elsevier,Hybrid,1785,1753,2760,3270,3670,3670
Microchemical Journal,Elsevier,Hybrid,2455,2411,2410,2480,3060,3060
Microelectronic Engineering,Elsevier,Hybrid,,,1210,1990,2320,2320
Microelectronics Journal,Elsevier,Hybrid,2142,2104,2010,2010,2160,2160
Microelectronics Reliability,Elsevier,Hybrid,2232,2192,2080,1980,2000,2000
Micron,Elsevier,Hybrid,2142,2104,2490,2570,2900,2900
Microporous and Mesoporous Materials,Elsevier,Hybrid,2366,2323,2800,2890,3100,3100
Microprocessors and Microsystems,Elsevier,Hybrid,2053,2016,1930,1930,2010,2010
Microvascular Research,Elsevier,Hybrid,2678,2288,2190,2260,2760,2760
Midwifery,Elsevier,Hybrid,2857,2805,2800,2890,3010,3010
Minerals Engineering,Elsevier,Hybrid,2678,2630,3140,3570,3720,3720
Mitochondrion,Elsevier,Hybrid,2142,2104,2440,2440,2750,2750
Modern Pathology,Elsevier,Hybrid,,,,,4090,4090
Molecular & Biochemical Parasitology,Elsevier,Hybrid,1785,1753,,,,1753
Molecular & Cellular Proteomics,Elsevier,OA,,,2190,2190,2550,2550
Molecular Aspects of Medicine,Elsevier,Hybrid,2812,2761,3940,4060,4360,4360
Molecular Astrophysics,Elsevier,Hybrid,1964,1806,,,,1806
Molecular Catalysis,Elsevier,Hybrid,2232,2192,2280,2350,2750,2750
Molecular Cell,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Molecular Data Science,Elsevier,OA,2008,1972,,,,1972
Molecular Genetics and Metabolism,Elsevier,Hybrid,2634,2586,3140,3480,3260,3260
Molecular Genetics and Metabolism Reports,Elsevier,OA,1562,1534,2110,2110,2200,2200
Molecular Immunology,Elsevier,Hybrid,2589,2542,2440,2520,2710,2710
Molecular Metabolism,Elsevier,OA,2410,2367,2710,2940,3310,3310
Molecular Phylogenetics and Evolution,Elsevier,Hybrid,3616,3288,3140,3140,3280,3280
Molecular Plant,Elsevier,Hybrid,2500,2455,2600,2600,2680,2680
Molecular Therapy,Elsevier,Hybrid,3125,3068,3300,3300,3490,3490
Molecular Therapy - Methods & Clinical Development,Elsevier,OA,3125,3068,3300,3300,3490,3490
Molecular Therapy - Nucleic Acids,Elsevier,OA,3125,3068,3300,3300,3490,3490
Molecular Therapy - Oncolytics,Elsevier,OA,3125,3068,3300,3300,3490,3490
Molecular and Biochemical Parasitology,Elsevier,Hybrid,,,2190,2570,2750,2750
Molecular and Cellular Endocrinology,Elsevier,Hybrid,2410,2367,2290,2360,2740,2740
Molecular and Cellular Neuroscience,Elsevier,Hybrid,2232,2192,2740,3040,3260,3260
Molecular and Cellular Probes,Elsevier,Hybrid,1964,2621,2540,2540,,2540
Molecular and Cellular Probes,Elsevier,OA,,,,,2010,2010
Morphologie,Elsevier,Hybrid,1339,1500,1990,2450,2850,2850
Motricit� C�r�brale,Elsevier,Hybrid,,,2440,,1830,1830
Motricit� c�r�brale,Elsevier,Hybrid,2678,3000,,,,3000
Mucosal Immunology,Elsevier,OA,,,,,3470,3470
Multimodal Transportation,Elsevier,OA,,,,1090,1370,1370
Multiple Sclerosis and Related Disorders,Elsevier,Hybrid,2723,2674,2670,2410,2580,2580
Musculoskeletal Science and Practice,Elsevier,Hybrid,2232,2192,2890,,,2890
Musculoskeletal Science and Practice,Elsevier,"",,,,2980,3100,3100
Mutation Research - Fundamental and Molecular Mechanisms of Mutagenesis,Elsevier,Hybrid,2678,2630,2630,2360,2730,2730
Mutation Research - Genetic Toxicology and Environmental Mutagenesis,Elsevier,Hybrid,3035,2542,2540,2830,3040,3040
Mutation Research - Reviews in Mutation Research,Elsevier,Hybrid,2678,2630,3180,3480,3630,3630
Mycoscience,Elsevier,Hybrid,2678,2630,,,,2630
M�decine & Droit,Elsevier,Hybrid,,,1740,1800,1800,1800
M�decine Nucl�aire,Elsevier,Hybrid,1785,2000,1290,1360,1530,1530
M�decine Palliative,Elsevier,Hybrid,,,2000,2090,2090,2090
M�decine Palliative Soins de Support - Accompagnement - Ethique,Elsevier,Hybrid,2678,3000,,,,3000
M�decine de Catastrophe - Urgences Collectives,Elsevier,Hybrid,,,,1310,1370,1370
M�decine de Catastrophe - Urgences Collectives,Elsevier,OA,,,1310,,,1310
M�decine des Maladies M�taboliques,Elsevier,Hybrid,,,1740,1740,2020,2020
M�decine du Sommeil,Elsevier,Hybrid,1339,1500,1940,,1940,1940
M�decine et Droit,Elsevier,Hybrid,2678,3000,,,,3000
M�decine et Maladies Infectieuses,Elsevier,Hybrid,1339,1500,,,,1500
M�tiers de la petite enfance,Elsevier,Hybrid,2678,2630,,,,2630
NDT & E International,Elsevier,Hybrid,2812,2761,3100,3510,4140,4140
NFS Journal,Elsevier,OA,1116,1096,1090,1090,1370,1370
NJAS - Wageningen Journal of Life Sciences,Elsevier,Hybrid,2232,2192,,,,2192
NPG Neurologie - Psychiatrie - G�riatrie,Elsevier,Hybrid,1339,2480,2140,,1740,1740
Nano Communication Networks,Elsevier,Hybrid,2142,1736,1730,1980,1920,1920
Nano Energy,Elsevier,Hybrid,2500,2455,3460,3910,4200,4200
Nano Today,Elsevier,Hybrid,2946,3472,3470,4110,4280,4280
Nano Trends,Elsevier,OA,,,,,1820,1820
Nano-Structures & Nano-Objects,Elsevier,Hybrid,2678,2630,2630,2630,2820,2820
NanoImpact,Elsevier,Hybrid,1205,1350,1740,2080,2670,2670
"Nanomedicine: Nanotechnology, Biology and Medicine",Elsevier,Hybrid,3169,3112,2820,2670,2860,2860
Natural Language Processing Journal,Elsevier,OA,,,,,1550,1550
Nature-Based Solutions,Elsevier,OA,,,1580,1580,1640,1640
Neoplasia,Elsevier,OA,2232,2192,2440,2780,2890,2890
Nephrologie & Therapeutique,Elsevier,Hybrid,2678,1000,1230,1440,1620,1620
Neural Networks,Elsevier,Hybrid,2991,2937,2930,2930,3060,3060
NeuroImage,Elsevier,OA,,2630,2890,3020,3150,3150
NeuroImage,Elsevier,Hybrid,2901,,,,,2901
NeuroImage: Clinical,Elsevier,OA,2321,2507,2760,2840,3100,3100
NeuroImage: Reports,Elsevier,OA,,,1580,1580,1640,1640
NeuroToxicology,Elsevier,Hybrid,,,2950,3040,3470,3470
Neurobiology of Aging,Elsevier,Hybrid,2857,2805,2800,2800,2920,2920
Neurobiology of Aging Science,Elsevier,OA,1785,1753,,,,1753
Neurobiology of Disease,Elsevier,Hybrid,2812,,,,,2812
Neurobiology of Disease,Elsevier,OA,,2192,2190,2410,2740,2740
Neurobiology of Learning and Memory,Elsevier,Hybrid,2812,2761,2760,3020,3240,3240
Neurobiology of Pain,Elsevier,OA,1339,1578,1440,1490,1770,1770
Neurobiology of Sleep and Circadian Rhythms,Elsevier,OA,1339,1446,1730,2060,2140,2140
Neurobiology of Stress,Elsevier,OA,2098,2060,2880,2970,3090,3090
Neurochemistry International,Elsevier,Hybrid,1830,1797,2580,3010,3230,3230
Neurochirurgie,Elsevier,Hybrid,1339,2500,2630,2950,3160,3160
Neurocirug�a,Elsevier,"",,,2190,,,2190
Neurocirug�a,Elsevier,Hybrid,2678,2630,,,2580,2580
Neurocomputing,Elsevier,Hybrid,2142,2104,2100,2160,2250,2250
Neuroimaging Clinics of North America,Elsevier,Hybrid,2678,2490,2630,,,2630
Neuroimmunology Reports,Elsevier,OA,,,1740,1740,1820,1820
Neurologic Clinics,Elsevier,Hybrid,2678,3200,3200,,,3200
Neurology Perspectives,Elsevier,OA,,,1300,1300,1300,1300
"Neurology, Psychiatry and Brain Research",Elsevier,Hybrid,1517,1490,,,,1490
Neurolog�a,Elsevier,OA,,,1830,1830,1830,1830
Neurolog�a Argentina,Elsevier,Hybrid,2678,2630,,,,2630
Neuromodulation: Technology at the Neural Interface,Elsevier,Hybrid,,,,3060,3190,3190
Neuromuscular Disorders,Elsevier,Hybrid,2857,2805,2710,2790,3300,3300
Neuron,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Neuropeptides,Elsevier,Hybrid,1607,1578,2630,2710,2900,2900
Neuropharmacology,Elsevier,Hybrid,2812,2761,3110,3440,3690,3690
Neurophysiologie Clinique,Elsevier,Hybrid,1785,2000,,,,2000
Neurophysiologie clinique,Elsevier,Hybrid,,,2630,2710,2520,2520
Neurophysiologie-Labor,Elsevier,Hybrid,1517,1490,,,,1490
Neuropsychiatrie de l'Enfance et de l'Adolescence,Elsevier,Hybrid,,,1500,1800,2140,2140
Neuropsychiatrie de l'enfance et de l'adolescence,Elsevier,Hybrid,1339,1500,,,,1500
Neuropsychologia,Elsevier,Hybrid,2321,2279,2500,2780,2890,2890
Neuroscience,Elsevier,Hybrid,2366,2323,2630,2630,2740,2740
Neuroscience & Biobehavioral Reviews,Elsevier,Hybrid,,,3800,4130,4300,4300
Neuroscience Applied,Elsevier,OA,,,1750,1750,1820,1820
Neuroscience Informatics,Elsevier,OA,,,1310,1310,1370,1370
